data_hora,entrada_id_raw,entrada_prazo_raw,entrada_taxa_raw,entrada_produto_raw,entrada_convenio_raw,saida_produto,saida_convenio,saida_familia,saida_grupo,confianca,aprovado,corrigido_para
2025-12-11T22:12:57.839450,2893,120,2.5,COMBO - GOV MARANHÃO - PORT 1.71% A 2.50% - REFIN 2.50%,Gov. MA,COMBO - GOV MARANHÃO - PORT 1.71% A 2.50% - REFIN 2.50%,Gov. MA,,,0.3,,
2025-12-11T22:12:57.842447,2894,120,1.68,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.68%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.68%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.849455,2895,120,1.7,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.70%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.70%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.856447,2896,120,1.72,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.72%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.72%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.864623,2897,120,1.74,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.74%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.74%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.867775,2898,120,1.76,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.76%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.76%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.869920,2899,120,1.85,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.85%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 1.85%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.869920,2900,120,2,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 2.00%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 2.00%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.880276,2901,120,2.25,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 2.25%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 2.25%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.884593,2902,120,2.5,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 2.50%,Gov. MS,COMBO - GOV MS - PORT 1.56% A 2.50% - REFIN 2.50%,Gov. MS,,,0.3,,
2025-12-11T22:12:57.889593,2903,96,1.75,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 1.75%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 1.75%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.896959,2904,96,1.9,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 1.90%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 1.90%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.901964,2905,96,2,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.00%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.00%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.906966,2906,96,2.1,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.10%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.10%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.915230,2907,96,2.2,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.20%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.20%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.922116,2908,96,2.3,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.30%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.30%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.927105,2909,96,2.4,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.40%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.40%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.932526,2910,96,2.5,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.50%,Gov. PI,COMBO - GOV PIAUI - PORT 1.55% A 2.50% - REFIN 2.50%,Gov. PI,,,0.3,,
2025-12-11T22:12:57.937706,2911,96,1.9,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 1.90%,Gov. RJ,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 1.90%,Gov. RJ,,,0.3,,
2025-12-11T22:12:57.942165,2912,96,2,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 2.00%,Gov. RJ,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 2.00%,Gov. RJ,,,0.3,,
2025-12-11T22:12:57.946163,2913,96,2.1,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 2.10%,Gov. RJ,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 2.10%,Gov. RJ,,,0.3,,
2025-12-11T22:12:57.950186,2914,96,2.2,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 2.20%,Gov. RJ,COMBO - GOV RIO DE JANEIRO - PORT 1.44% A 2.50% - REFIN 2.20%,Gov. RJ,,,0.3,,
2025-12-11T22:12:57.955152,2915,96,1.68,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.68%,Gov. RO,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.68%,Gov. RO,,,0.3,,
2025-12-11T22:12:57.965629,2916,96,1.7,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.70%,Gov. RO,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.70%,Gov. RO,,,0.3,,
2025-12-11T22:12:57.969629,2917,96,1.74,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.74%,Gov. RO,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.74%,Gov. RO,,,0.3,,
2025-12-11T22:12:57.974621,2918,96,1.76,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.76%,Gov. RO,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.76%,Gov. RO,,,0.3,,
2025-12-11T22:12:57.983667,2919,96,1.8,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.80%,Gov. RO,COMBO - GOV RONDONIA - PORT 1.40% A 2.50% - REFIN 1.80%,Gov. RO,,,0.3,,
2025-12-11T22:12:57.988673,2527,96,2,EMPRÉSTIMO - PREF VILA VELHA - 2.00%,PREF VILA VELHA,EMPRÉSTIMO - PREF VILA VELHA - 2.00%,PREF VILA VELHA,,,0.3,,
2025-12-11T22:12:57.994668,2527,120,2,EMPRÉSTIMO - PREF VILA VELHA - 2.00%,PREF VILA VELHA,EMPRÉSTIMO - PREF VILA VELHA - 2.00%,PREF VILA VELHA,,,0.3,,
2025-12-11T22:12:58.001120,2385,84,2,EMPRÉSTIMO - GOV PERNAMBUCO - 2.00%,Gov. PE,EMPRÉSTIMO - GOV PERNAMBUCO - 2.00%,Gov. PE,,,0.3,,
2025-12-11T22:12:58.007125,2385,96,2,EMPRÉSTIMO - GOV PERNAMBUCO - 2.00%,Gov. PE,EMPRÉSTIMO - GOV PERNAMBUCO - 2.00%,Gov. PE,,,0.3,,
2025-12-11T22:12:58.011125,2385,120,2,EMPRÉSTIMO - GOV PERNAMBUCO - 2.00%,Gov. PE,EMPRÉSTIMO - GOV PERNAMBUCO - 2.00%,Gov. PE,,,0.3,,
2025-12-11T22:12:58.017195,2577,120,2,EMPRÉSTIMO - TJ - BAHIA - 2.00%,TJ - BAHIA,EMPRÉSTIMO - TJ - BAHIA - 2.00%,TJ - BAHIA,,,0.3,,
2025-12-11T22:12:58.020195,1697,84,2,EMPRÉSTIMO - GOV RONDÔNIA - 2.00%,Gov. RO,EMPRÉSTIMO - GOV RONDÔNIA - 2.00%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.025192,1697,96,2,EMPRÉSTIMO - GOV RONDÔNIA - 2.00%,Gov. RO,EMPRÉSTIMO - GOV RONDÔNIA - 2.00%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.031146,2667,120,2.1,REFIN PORT - GOV AMAZONAS - 2.10%,Gov. AM,REFIN PORT - GOV AMAZONAS - 2.10%,Gov. AM,,,0.3,,
2025-12-11T22:12:58.035768,2668,120,2.2,REFIN PORT - GOV AMAZONAS - 2.20%,Gov. AM,REFIN PORT - GOV AMAZONAS - 2.20%,Gov. AM,,,0.3,,
2025-12-11T22:12:58.040706,2669,120,2.3,REFIN PORT - GOV AMAZONAS - 2.30%,Gov. AM,REFIN PORT - GOV AMAZONAS - 2.30%,Gov. AM,,,0.3,,
2025-12-11T22:12:58.048128,2670,120,2.4,REFIN PORT - GOV AMAZONAS - 2.40%,Gov. AM,REFIN PORT - GOV AMAZONAS - 2.40%,Gov. AM,,,0.3,,
2025-12-11T22:12:58.054277,2671,120,2.5,REFIN PORT - GOV AMAZONAS - 2.50%,Gov. AM,REFIN PORT - GOV AMAZONAS - 2.50%,Gov. AM,,,0.3,,
2025-12-11T22:12:58.057652,2681,120,1.72,REFIN PORT - GOV BAHIA - 1.72%,Gov. BA,REFIN PORT - GOV BAHIA - 1.72%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.064625,2682,120,1.75,REFIN PORT - GOV BAHIA - 1.75%,Gov. BA,REFIN PORT - GOV BAHIA - 1.75%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.069500,2683,120,1.8,REFIN PORT - GOV BAHIA - 1.80%,Gov. BA,REFIN PORT - GOV BAHIA - 1.80%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.074100,2684,120,1.85,REFIN PORT - GOV BAHIA - 1.85%,Gov. BA,REFIN PORT - GOV BAHIA - 1.85%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.080250,2685,120,1.9,REFIN PORT - GOV BAHIA - 1.90%,Gov. BA,REFIN PORT - GOV BAHIA - 1.90%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.089082,2686,120,2,REFIN PORT - GOV BAHIA - 2.00%,Gov. BA,REFIN PORT - GOV BAHIA - 2.00%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.101455,2687,120,2.1,REFIN PORT - GOV BAHIA - 2.10%,Gov. BA,REFIN PORT - GOV BAHIA - 2.10%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.113296,2688,120,2.2,REFIN PORT - GOV BAHIA - 2.20%,Gov. BA,REFIN PORT - GOV BAHIA - 2.20%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.118296,2689,120,2.3,REFIN PORT - GOV BAHIA - 2.30%,Gov. BA,REFIN PORT - GOV BAHIA - 2.30%,Gov. BA,,,0.3,,
2025-12-11T22:12:58.124073,2696,120,1.87,REFIN PORT - GOV GOIÁS - 1.87%,Gov. GO,REFIN PORT - GOV GOIÁS - 1.87%,Gov. GO,,,0.3,,
2025-12-11T22:12:58.130733,2398,72,0,EMPRÉSTIMO - PREF BARUERI - 2.39%,PREF. BARUERI,EMPRÉSTIMO - PREF BARUERI - 2.39%,PREF. BARUERI,,,0.3,,
2025-12-11T22:12:58.136734,2697,120,1.95,REFIN PORT - GOV GOIÁS - 1.95%,Gov. GO,REFIN PORT - GOV GOIÁS - 1.95%,Gov. GO,,,0.3,,
2025-12-11T22:12:58.140735,2698,120,2.05,REFIN PORT - GOV GOIÁS - 2.05%,Gov. GO,REFIN PORT - GOV GOIÁS - 2.05%,Gov. GO,,,0.3,,
2025-12-11T22:12:58.144024,2699,120,2.15,REFIN PORT - GOV GOIÁS - 2.15%,Gov. GO,REFIN PORT - GOV GOIÁS - 2.15%,Gov. GO,,,0.3,,
2025-12-11T22:12:58.150045,2700,120,2.25,REFIN PORT - GOV GOIÁS - 2.25%,Gov. GO,REFIN PORT - GOV GOIÁS - 2.25%,Gov. GO,,,0.3,,
2025-12-11T22:12:58.153042,2701,120,2.35,REFIN PORT - GOV GOIÁS - 2.35%,Gov. GO,REFIN PORT - GOV GOIÁS - 2.35%,Gov. GO,,,0.3,,
2025-12-11T22:12:58.156040,2709,120,1.8,REFIN PORT - GOV MARANHÃO - 1.80%,Gov. MA,REFIN PORT - GOV MARANHÃO - 1.80%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.157159,2710,120,1.85,REFIN PORT - GOV MARANHÃO - 1.85%,Gov. MA,REFIN PORT - GOV MARANHÃO - 1.85%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.163454,2711,120,2,REFIN PORT - GOV MARANHÃO - 2.00%,Gov. MA,REFIN PORT - GOV MARANHÃO - 2.00%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.168471,2712,120,2.17,REFIN PORT - GOV MARANHÃO - 2.17%,Gov. MA,REFIN PORT - GOV MARANHÃO - 2.17%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.171469,2713,120,2.3,REFIN PORT - GOV MARANHÃO - 2.30%,Gov. MA,REFIN PORT - GOV MARANHÃO - 2.30%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.174468,2714,120,2.4,REFIN PORT - GOV MARANHÃO - 2.40%,Gov. MA,REFIN PORT - GOV MARANHÃO - 2.40%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.180402,2715,120,2.5,REFIN PORT - GOV MARANHÃO - 2.50%,Gov. MA,REFIN PORT - GOV MARANHÃO - 2.50%,Gov. MA,,,0.3,,
2025-12-11T22:12:58.183691,2725,120,1.68,REFIN PORT - GOV MS - 1.68%,Gov. MS,REFIN PORT - GOV MS - 1.68%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.186690,2726,120,1.7,REFIN PORT - GOV MS - 1.70%,Gov. MS,REFIN PORT - GOV MS - 1.70%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.188689,2727,120,1.72,REFIN PORT - GOV MS - 1.72%,Gov. MS,REFIN PORT - GOV MS - 1.72%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.191690,2728,120,1.74,REFIN PORT - GOV MS - 1.74%,Gov. MS,REFIN PORT - GOV MS - 1.74%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.196987,2729,120,1.76,REFIN PORT - GOV MS - 1.76%,Gov. MS,REFIN PORT - GOV MS - 1.76%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.196987,2730,120,1.85,REFIN PORT - GOV MS - 1.85%,Gov. MS,REFIN PORT - GOV MS - 1.85%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.204233,2731,120,2,REFIN PORT - GOV MS - 2.00%,Gov. MS,REFIN PORT - GOV MS - 2.00%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.206427,2732,120,2.25,REFIN PORT - GOV MS - 2.25%,Gov. MS,REFIN PORT - GOV MS - 2.25%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.206427,2733,120,2.5,REFIN PORT - GOV MS - 2.50%,Gov. MS,REFIN PORT - GOV MS - 2.50%,Gov. MS,,,0.3,,
2025-12-11T22:12:58.215177,2742,96,1.75,REFIN PORT - GOV PIAUI - 1.75%,Gov. PI,REFIN PORT - GOV PIAUI - 1.75%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.220169,2743,96,1.9,REFIN PORT - GOV PIAUI - 1.90%,Gov. PI,REFIN PORT - GOV PIAUI - 1.90%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.223175,2744,96,2,REFIN PORT - GOV PIAUI - 2.00%,Gov. PI,REFIN PORT - GOV PIAUI - 2.00%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.226173,2745,96,2.1,REFIN PORT - GOV PIAUI - 2.10%,Gov. PI,REFIN PORT - GOV PIAUI - 2.10%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.231142,2746,96,2.2,REFIN PORT - GOV PIAUI - 2.20%,Gov. PI,REFIN PORT - GOV PIAUI - 2.20%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.234146,2747,96,2.3,REFIN PORT - GOV PIAUI - 2.30%,Gov. PI,REFIN PORT - GOV PIAUI - 2.30%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.237686,2748,96,2.4,REFIN PORT - GOV PIAUI - 2.40%,Gov. PI,REFIN PORT - GOV PIAUI - 2.40%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.241532,2749,96,2.5,REFIN PORT - GOV PIAUI - 2.50%,Gov. PI,REFIN PORT - GOV PIAUI - 2.50%,Gov. PI,,,0.3,,
2025-12-11T22:12:58.243528,2754,96,1.9,REFIN PORT - GOV RIO DE JANEIRO - 1.90%,Gov. RJ,REFIN PORT - GOV RIO DE JANEIRO - 1.90%,Gov. RJ,,,0.3,,
2025-12-11T22:12:58.247528,2755,96,2,REFIN PORT - GOV RIO DE JANEIRO - 2.00%,Gov. RJ,REFIN PORT - GOV RIO DE JANEIRO - 2.00%,Gov. RJ,,,0.3,,
2025-12-11T22:12:58.250527,2756,96,2.1,REFIN PORT - GOV RIO DE JANEIRO - 2.10%,Gov. RJ,REFIN PORT - GOV RIO DE JANEIRO - 2.10%,Gov. RJ,,,0.3,,
2025-12-11T22:12:58.253536,2757,96,2.2,REFIN PORT - GOV RIO DE JANEIRO - 2.20%,Gov. RJ,REFIN PORT - GOV RIO DE JANEIRO - 2.20%,Gov. RJ,,,0.3,,
2025-12-11T22:12:58.258531,2766,96,1.68,REFIN PORT - GOV RONDONIA - 1.68%,Gov. RO,REFIN PORT - GOV RONDONIA - 1.68%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.262533,2767,96,1.7,REFIN PORT - GOV RONDONIA - 1.70%,Gov. RO,REFIN PORT - GOV RONDONIA - 1.70%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.265529,2768,96,1.74,REFIN PORT - GOV RONDONIA - 1.74%,Gov. RO,REFIN PORT - GOV RONDONIA - 1.74%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.268530,2769,96,1.76,REFIN PORT - GOV RONDONIA - 1.76%,Gov. RO,REFIN PORT - GOV RONDONIA - 1.76%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.272529,2770,96,1.8,REFIN PORT - GOV RONDONIA - 1.80%,Gov. RO,REFIN PORT - GOV RONDONIA - 1.80%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.275700,2771,96,2,REFIN PORT - GOV RONDONIA - 2.00%,Gov. RO,REFIN PORT - GOV RONDONIA - 2.00%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.280725,2772,96,2.25,REFIN PORT - GOV RONDONIA - 2.25%,Gov. RO,REFIN PORT - GOV RONDONIA - 2.25%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.282722,2773,96,2.3,REFIN PORT - GOV RONDONIA - 2.30%,Gov. RO,REFIN PORT - GOV RONDONIA - 2.30%,Gov. RO,,,0.3,,
2025-12-11T22:12:58.285717,2777,120,2.3,REFIN PORT - GOV RORAIMA - 2.30%,Gov. RR,REFIN PORT - GOV RORAIMA - 2.30%,Gov. RR,,,0.3,,
2025-12-11T22:12:58.289727,2778,120,2.4,REFIN PORT - GOV RORAIMA - 2.40%,Gov. RR,REFIN PORT - GOV RORAIMA - 2.40%,Gov. RR,,,0.3,,
2025-12-11T22:12:58.292723,2779,120,2.5,REFIN PORT - GOV RORAIMA - 2.50%,Gov. RR,REFIN PORT - GOV RORAIMA - 2.50%,Gov. RR,,,0.3,,
2025-12-11T22:12:58.296729,2789,96,1.64,REFIN PORT - GOV SP - PMSP - 1.64%,Gov. SP,REFIN PORT - GOV SP - PMSP - 1.64%,Gov. SP,,,0.3,,
2025-12-11T22:12:58.298165,2790,96,1.75,REFIN PORT - GOV SP - PMSP - 1.75%,Gov. SP,REFIN PORT - GOV SP - PMSP - 1.75%,Gov. SP,,,0.3,,
2025-12-11T22:12:58.298165,2791,96,1.96,REFIN PORT - GOV SP - PMSP - 1.96%,Gov. SP,REFIN PORT - GOV SP - PMSP - 1.96%,Gov. SP,,,0.3,,
2025-12-11T22:12:58.306331,2792,96,1.99,REFIN PORT - GOV SP - PMSP - 1.99%,Gov. SP,REFIN PORT - GOV SP - PMSP - 1.99%,Gov. SP,,,0.3,,
2025-12-11T22:12:58.308484,2793,96,2.09,REFIN PORT - GOV SP - PMSP - 2.09%,Gov. SP,REFIN PORT - GOV SP - PMSP - 2.09%,Gov. SP,,,0.3,,
2025-12-11T22:12:58.312780,1729,72,2,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,,,0.3,,
2025-12-11T22:12:58.316446,1729,84,2,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,,,0.3,,
2025-12-11T22:12:58.318593,1729,96,2,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,,,0.3,,
2025-12-11T22:12:58.318593,1729,120,2,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,EMPRÉSTIMO - PREF SALVADOR - 2.00%,PREF. SALVADOR,,,0.3,,
2025-12-11T22:18:36.032267,2234,84,2,EMPRÉSTIMO - GOV TOCANTINS - 2.00%,Gov. TO,"GOV. TO - 2,00%",GOV-TO,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:38.788623,2234,96,2,EMPRÉSTIMO - GOV TOCANTINS - 2.00%,Gov. TO,"GOV. TO - 2,00%",GOV-TO,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:41.510045,2412,120,2,EMPRÉSTIMO - PREF CAMPO LARGO - 2.00%,PREF CAMPO LARGO,"PREF. CAMPO LARGO - 2,00%",PREF. CAMPO LARGO PR,PREFEITURAS,PREFEITURAS,0.8,,
2025-12-11T22:18:42.926597,2856,120,1.9,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 1.90%,Gov. AC,"GOV. AC - 1,90%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:45.763351,2857,120,1.95,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 1.95%,Gov. AC,"GOV. AC - 1,95%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:49.477038,2858,120,2,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 2.00%,Gov. AC,"GOV. AC - 2,00%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:51.100085,2859,120,2.1,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 2.10%,Gov. AC,"GOV. AC - 2,10%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:53.701237,2860,120,2.2,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 2.20%,Gov. AC,"GOV. AC - 2,20%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:55.262480,2861,120,2.3,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 2.30%,Gov. AC,"GOV. AC - 2,30%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:18:58.083558,2862,120,2.4,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 2.40%,Gov. AC,"GOV. AC - 2,40%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:00.064916,2863,120,2.5,COMBO - GOV ACRE - PORT 1.49% A 2.50% - REFIN 2.50%,Gov. AC,"GOV. AC - 2,50%",GOV-AC,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:01.833588,2864,120,1.93,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 1.93%,Gov. AM,"GOV. AM - 1,93%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:04.307366,2865,120,1.98,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 1.98%,Gov. AM,"GOV. AM - 1,98%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:05.782529,2866,120,2,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 2.00%,Gov. AM,"GOV. AM - 2,00%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:07.495955,2867,120,2.1,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 2.10%,Gov. AM,"GOV. AM - 2,10%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:09.218217,2868,120,2.2,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 2.20%,Gov. AM,"GOV. AM - 2,20%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:11.429889,2869,120,2.3,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 2.30%,Gov. AM,"GOV. AM - 2,30%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:13.114925,2870,120,2.4,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 2.40%,Gov. AM,"GOV. AM - 2,40%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:14.723890,2871,120,2.5,COMBO - GOV AMAZONAS - PORT 1.47% A 2.50% - REFIN 2.50%,Gov. AM,"GOV. AM - 2,50%",GOV-AM,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:16.227671,2872,120,1.72,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 1.72%,Gov. BA,"GOV. BA - 1,72%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:17.864822,2873,120,1.75,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 1.75%,Gov. BA,"GOV. BA - 1,75%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:19.914843,2874,120,1.8,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 1.80%,Gov. BA,"GOV. BA - 1,80%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:21.675908,2875,120,1.85,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 1.85%,Gov. BA,"GOV. BA - 1,85%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:23.179237,2876,120,1.9,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 1.90%,Gov. BA,"GOV. BA - 1,90%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:25.013834,2877,120,2,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 2.00%,Gov. BA,"GOV. BA - 2,00%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:26.676595,2878,120,2.1,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 2.10%,Gov. BA,"GOV. BA - 2,10%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
2025-12-11T22:19:28.709638,2879,120,2.2,COMBO - GOV BAHIA - PORT 1.40% A 2.30% - REFIN 2.20%,Gov. BA,"GOV. BA - 2,20%",GOV-BA,GOVERNOS,ESTADUAL,0.8,,
